corpus,htid,text_string,lang,occurs,author,title,pub_date,gender,genre,white,origin_area,origin_nation,place_id,formatted_address,location_type,country_long,country_short,admin_1_long,admin_1_short,admin_2,admin_3,admin_4,admin_5,locality,sublocality_1,sublocality_2,sublocality_3,neighborhood,premise,subpremise,street_number,street_address,route,post_code,natural_feature,point_of_interest,colloquial_area,continent,other,lat,lon,wordcount
Hathi,mdp.39015063536109,"empire city",en,1,"Collins, Mortimer",[Works,1892,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,156335
Hathi,dul1.ark:/13960/t3dz0xh78,"empire city",en,1,"Greg, Percy","Across the zodiac : the story of a wrecked record / deciphered, translated and edited by Percy Greg.",1880,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,97269
Hathi,dul1.ark:/13960/t3dz0xh78,"empire city",en,1,"Greg, Percy","Across the zodiac : the story of a wrecked record / deciphered, translated and edited by Percy Greg.",1880,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,97269
Hathi,uiuo.ark:/13960/t50g4932j,"empire city",en,1,"Russell, William","Autobiography of an English detective, by ""Waters"" [pseud.] ...",1863,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,69588
Hathi,uc2.ark:/13960/t3jw8kn61,"empire city",en,21,"Sir, Besant, Walter","The golden butterfly : a novel / by Walter Besant and James Rice.",1887,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,240765
Hathi,uc2.ark:/13960/t3jw8kn61,"empire city",en,5,"Sir, Besant, Walter","The golden butterfly : a novel / by Walter Besant and James Rice.",1887,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,240765
Hathi,mdp.39015047667137,"empire city",en,1,"Black, William","Green pastures and Piccadilly / by William Black ...",1877,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,58087
Hathi,uc1.b3321711,"empire city",en,1,"Black, William","Green pastures and Piccadilly / by William Black ...",1877,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,58190
Hathi,uiuo.ark:/13960/t5t72p82m,"empire city",en,9,"Besant, Walter, Sir","The golden butterfly : a novel / by the authors of ""Ready-money Mortiboy"" ...",1876,unknown,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,73162
Hathi,uc2.ark:/13960/t9w09303f,"empire city",en,1,"Bell, John","In the shadow of the bush, a New Zealand romance.",1899,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,123646
